Sales Domain.[All Sales Domain],Sales Domain.[Division],Sales Domain.[Channel Group],Sales Domain.[Channel],Sales Domain.[Customer Group],Sales Domain.[Sold To]
ALL,ALL,0005992605,0005992605,0005992605,0005541477
ALL,ALL,0005992605,0005992605,0005992605,0005541478
ALL,ALL,0005992605,0005992605,0005992605,0005541479
ALL,ALL,0005992605,0005992605,0005992605,0005541480
ALL,ALL,0005992605,0005992605,0005992605,0005541481
ALL,ALL,0005992605,0005992605,0005992605,0005541485
ALL,ALL,0005992605,0005992605,0005992605,0005541486
ALL,ALL,0005992605,0005992605,0005992605,0005541487
ALL,ALL,0005992605,0005992605,0005992605,0005541488
ALL,ALL,0005992605,0005992605,0005992605,0005541489
ALL,ALL,0005992605,0005992605,0005992605,0005541490
ALL,ALL,0005992605,0005992605,0005992605,0005541491
ALL,ALL,0005992605,0005992605,0005992605,0005541492
ALL,ALL,0005992605,0005992605,0005992605,0005541493
ALL,ALL,0005992605,0005992605,0005992605,0005541494
ALL,ALL,0005992605,0005992605,0005992605,0005541498
ALL,ALL,0005992605,0005992605,0005992605,0005541499
ALL,ALL,0005992605,0005992605,0005992605,0005541501
ALL,ALL,0005992605,0005992605,0005992605,0005541502
ALL,ALL,0005992605,0005992605,0005992605,0005541503
ALL,ALL,0005992605,0005992605,0005992605,0005541504
ALL,ALL,0005992605,0005992605,0005992605,0005541505
ALL,ALL,0005992605,0005992605,0005992605,0005541506
ALL,ALL,0005992605,0005992605,0005992605,0005541507
ALL,ALL,0005992605,0005992605,0005992605,0005541508
ALL,ALL,0005992605,0005992605,0005992605,0005541509
ALL,ALL,0005992605,0005992605,0005992605,0005541510
ALL,ALL,0005992605,0005992605,0005992605,0005541513
ALL,ALL,0005992605,0005992605,0005992605,0005541514
ALL,ALL,0005992605,0005992605,0005992605,0005541515
ALL,ALL,0005992605,0005992605,0005992605,0005541516
ALL,ALL,0005992605,0005992605,0005992605,0005541517
ALL,ALL,0005992605,0005992605,0005992605,0005541518
ALL,ALL,0005992605,0005992605,0005992605,0005541519
ALL,ALL,0005992605,0005992605,0005992605,0005541522
ALL,ALL,0005992605,0005992605,0005992605,0005541524
ALL,ALL,0005992605,0005992605,0005992605,0005541525
ALL,ALL,0005992605,0005992605,0005992605,0005541526
ALL,ALL,0005992605,0005992605,0005992605,0005541527
ALL,ALL,0005992605,0005992605,0005992605,0005541528
ALL,ALL,0005992605,0005992605,0005992605,0005541529
ALL,ALL,0005992605,0005992605,0005992605,0005541530
ALL,ALL,0005992605,0005992605,0005992605,0005541531
ALL,ALL,0005992605,0005992605,0005992605,0005541533
ALL,ALL,0005992605,0005992605,0005992605,0005541534
ALL,ALL,0005992605,0005992605,0005992605,0005541536
ALL,ALL,0005992605,0005992605,0005992605,0005541537
ALL,ALL,0005992605,0005992605,0005992605,0005541538
ALL,ALL,0005992605,0005992605,0005992605,0005541539
ALL,ALL,0005992605,0005992605,0005992605,0005541540
ALL,ALL,0005992605,0005992605,0005992605,0005541541
ALL,ALL,0005992605,0005992605,0005992605,0005541542
ALL,ALL,0005992605,0005992605,0005992605,0005541543
ALL,ALL,0005992605,0005992605,0005992605,0005541544
ALL,ALL,0005992605,0005992605,0005992605,0005541545
ALL,ALL,0005992605,0005992605,0005992605,0005541546
ALL,ALL,0005992605,0005992605,0005992605,0005541547
ALL,ALL,0005992605,0005992605,0005992605,0005541549
ALL,ALL,0005992605,0005992605,0005992605,0005541550
ALL,ALL,0005992605,0005992605,0005992605,0005541552
ALL,ALL,0005992605,0005992605,0005992605,0005541554
ALL,ALL,0005992605,0005992605,0005992605,0005541556
ALL,ALL,0005992605,0005992605,0005992605,0005541557
ALL,ALL,0005992605,0005992605,0005992605,0005541558
ALL,ALL,0005992605,0005992605,0005992605,0005541559
ALL,ALL,0005992605,0005992605,0005992605,0005541560
ALL,ALL,0005992605,0005992605,0005992605,0005541561
ALL,ALL,0005992605,0005992605,0005992605,0005541562
ALL,ALL,0005992605,0005992605,0005992605,0005541563
ALL,ALL,0005992605,0005992605,0005992605,0005541564
ALL,ALL,0005992605,0005992605,0005992605,0005541566
ALL,ALL,0005992605,0005992605,0005992605,0005541567
ALL,ALL,0005992605,0005992605,0005992605,0005541571
ALL,ALL,0005992605,0005992605,0005992605,0005541572
ALL,ALL,0005992605,0005992605,0005992605,0005541573
ALL,ALL,0005992605,0005992605,0005992605,0005541574
ALL,ALL,0005992605,0005992605,0005992605,0005541575
ALL,ALL,0005992605,0005992605,0005992605,0005541576
ALL,ALL,0005992605,0005992605,0005992605,0005541577
ALL,ALL,0005992605,0005992605,0005992605,0005541578
ALL,ALL,0005992605,0005992605,0005992605,0005541579
ALL,ALL,0005992605,0005992605,0005992605,0005541580
ALL,ALL,0005992605,0005992605,0005992605,0005541585
ALL,ALL,0005992605,0005992605,0005992605,0005541586
ALL,ALL,0005992605,0005992605,0005992605,0005541587
ALL,ALL,0005992605,0005992605,0005992605,0005541588
ALL,ALL,0005992605,0005992605,0005992605,0005541589
ALL,ALL,0005992605,0005992605,0005992605,0005541590
ALL,ALL,0005992605,0005992605,0005992605,0005541591
ALL,ALL,0005992605,0005992605,0005992605,0005541592
ALL,ALL,0005992605,0005992605,0005992605,0005541593
ALL,ALL,0005992605,0005992605,0005992605,0005541594
ALL,ALL,0005992605,0005992605,0005992605,0005541595
ALL,ALL,0005992605,0005992605,0005992605,0005541596
ALL,ALL,0005992605,0005992605,0005992605,0005541597
ALL,ALL,0005992605,0005992605,0005992605,0005541598
ALL,ALL,0005992605,0005992605,0005992605,0005541599
ALL,ALL,0005992605,0005992605,0005992605,0005541600
ALL,ALL,0005992605,0005992605,0005992605,0005541601
ALL,ALL,0005992605,0005992605,0005992605,0005541603
ALL,ALL,0005992605,0005992605,0005992605,0005541604
ALL,ALL,0005992605,0005992605,0005992605,0005541605
ALL,ALL,0005992605,0005992605,0005992605,0005541607
ALL,ALL,0005992605,0005992605,0005992605,0005541608
ALL,ALL,0005992605,0005992605,0005992605,0005541609
ALL,ALL,0005992605,0005992605,0005992605,0005541610
ALL,ALL,0005992605,0005992605,0005992605,0005541611
ALL,ALL,0005992605,0005992605,0005992605,0005541612
ALL,ALL,0005992605,0005992605,0005992605,0005541613
ALL,ALL,0005992605,0005992605,0005992605,0005541614
ALL,ALL,0005992605,0005992605,0005992605,0005541615
ALL,ALL,0005992605,0005992605,0005992605,0005541616
ALL,ALL,0005992605,0005992605,0005992605,0005541617
ALL,ALL,0005992605,0005992605,0005992605,0005541618
ALL,ALL,0005992605,0005992605,0005992605,0005541619
ALL,ALL,0005992605,0005992605,0005992605,0005541620
ALL,ALL,0005992605,0005992605,0005992605,0005541621
ALL,ALL,0005992605,0005992605,0005992605,0005541622
ALL,ALL,0005992605,0005992605,0005992605,0005541623
ALL,ALL,0005992605,0005992605,0005992605,0005541624
ALL,ALL,0005992605,0005992605,0005992605,0005541625
ALL,ALL,0005992605,0005992605,0005992605,0005541626
ALL,ALL,0005992605,0005992605,0005992605,0005541627
ALL,ALL,0005992605,0005992605,0005992605,0005541628
ALL,ALL,0005992605,0005992605,0005992605,0005541629
ALL,ALL,0005992605,0005992605,0005992605,0005541630
ALL,ALL,0005992605,0005992605,0005992605,0005541633
ALL,ALL,0005992605,0005992605,0005992605,0005541635
ALL,ALL,0005992605,0005992605,0005992605,0005541636
ALL,ALL,0005992605,0005992605,0005992605,0005541637
ALL,ALL,0005992605,0005992605,0005992605,0005541638
ALL,ALL,0005992605,0005992605,0005992605,0005541639
ALL,ALL,0005992605,0005992605,0005992605,0005541640
ALL,ALL,0005992605,0005992605,0005992605,0005541641
ALL,ALL,0005992605,0005992605,0005992605,0005541642
ALL,ALL,0005992605,0005992605,0005992605,0005541643
ALL,ALL,0005992605,0005992605,0005992605,0005541644
ALL,ALL,0005992605,0005992605,0005992605,0005541645
ALL,ALL,0005992605,0005992605,0005992605,0005541646
ALL,ALL,0005992605,0005992605,0005992605,0005541647
ALL,ALL,0005992605,0005992605,0005992605,0005541648
ALL,ALL,0005992605,0005992605,0005992605,0005541649
ALL,ALL,0005992605,0005992605,0005992605,0005541651
ALL,ALL,0005992605,0005992605,0005992605,0005541653
ALL,ALL,0005992605,0005992605,0005992605,0005541654
ALL,ALL,0005992605,0005992605,0005992605,0005541655
ALL,ALL,0005992605,0005992605,0005992605,0005541656
ALL,ALL,0005992605,0005992605,0005992605,0005541657
ALL,ALL,0005992605,0005992605,0005992605,0005541658
ALL,ALL,0005992605,0005992605,0005992605,0005541659
ALL,ALL,0005992605,0005992605,0005992605,0005541661
ALL,ALL,0005992605,0005992605,0005992605,0005541663
ALL,ALL,0005992605,0005992605,0005992605,0005541672
ALL,ALL,0005992605,0005992605,0005992605,0005541673
ALL,ALL,0005992605,0005992605,0005992605,0005541674
ALL,ALL,0005992605,0005992605,0005992605,0005541675
ALL,ALL,0005992605,0005992605,0005992605,0005541677
ALL,ALL,0005992605,0005992605,0005992605,0005541678
ALL,ALL,0005992605,0005992605,0005992605,0005541679
ALL,ALL,0005992605,0005992605,0005992605,0005541680
ALL,ALL,0005992605,0005992605,0005992605,0005541681
ALL,ALL,0005992605,0005992605,0005992605,0005541682
ALL,ALL,0005992605,0005992605,0005992605,0005541683
ALL,ALL,0005992605,0005992605,0005992605,0005541684
ALL,ALL,0005992605,0005992605,0005992605,0005541685
ALL,ALL,0005992605,0005992605,0005992605,0005541686
ALL,ALL,0005992605,0005992605,0005992605,0005541687
ALL,ALL,0005992605,0005992605,0005992605,0005541688
ALL,ALL,0005992605,0005992605,0005992605,0005541689
ALL,ALL,0005992605,0005992605,0005992605,0005541691
ALL,ALL,0005992605,0005992605,0005992605,0005541692
ALL,ALL,0005992605,0005992605,0005992605,0005541694
ALL,ALL,0005992605,0005992605,0005992605,0005541695
ALL,ALL,0005992605,0005992605,0005992605,0005541696
ALL,ALL,0005992605,0005992605,0005992605,0005541698
ALL,ALL,0005992605,0005992605,0005992605,0005541699
ALL,ALL,0005992605,0005992605,0005992605,0005541700
ALL,ALL,0005992605,0005992605,0005992605,0005541701
ALL,ALL,0005992605,0005992605,0005992605,0005541702
ALL,ALL,0005992605,0005992605,0005992605,0005541703
ALL,ALL,0005992605,0005992605,0005992605,0005541704
ALL,ALL,0005992605,0005992605,0005992605,0005541705
ALL,ALL,0005992605,0005992605,0005992605,0005541706
ALL,ALL,0005992605,0005992605,0005992605,0005541708
ALL,ALL,0005992605,0005992605,0005992605,0005541710
ALL,ALL,0005992605,0005992605,0005992605,0005541712
ALL,ALL,0005992605,0005992605,0005992605,0005541714
ALL,ALL,0005992605,0005992605,0005992605,0005541716
ALL,ALL,0005992605,0005992605,0005992605,0005541717
ALL,ALL,0005992605,0005992605,0005992605,0005541721
ALL,ALL,0005992605,0005992605,0005992605,0005541722
ALL,ALL,0005992605,0005992605,0005992605,0005541723
ALL,ALL,0005992605,0005992605,0005992605,0005541724
ALL,ALL,0005992605,0005992605,0005992605,0005541725
ALL,ALL,0005992605,0005992605,0005992605,0005541726
ALL,ALL,0005992605,0005992605,0005992605,0005541727
ALL,ALL,0005992605,0005992605,0005992605,0005541728
ALL,ALL,0005992605,0005992605,0005992605,0005541729
ALL,ALL,0005992605,0005992605,0005992605,0005541730
ALL,ALL,0005992605,0005992605,0005992605,0005541731
ALL,ALL,0005992605,0005992605,0005992605,0005541733
ALL,ALL,0005992605,0005992605,0005992605,0005541734
ALL,ALL,0005992605,0005992605,0005992605,0005541735
ALL,ALL,0005992605,0005992605,0005992605,0005541736
ALL,ALL,0005992605,0005992605,0005992605,0005541737
ALL,ALL,0005992605,0005992605,0005992605,0005541738
ALL,ALL,0005992605,0005992605,0005992605,0005541739
ALL,ALL,0005992605,0005992605,0005992605,0005541740
ALL,ALL,0005992605,0005992605,0005992605,0005541741
ALL,ALL,0005992605,0005992605,0005992605,0005541742
ALL,ALL,0005992605,0005992605,0005992605,0005541743
ALL,ALL,0005992605,0005992605,0005992605,0005541744
ALL,ALL,0005992605,0005992605,0005992605,0005541746
ALL,ALL,0005992605,0005992605,0005992605,0005541747
ALL,ALL,0005992605,0005992605,0005992605,0005541748
ALL,ALL,0005992605,0005992605,0005992605,0005541749
ALL,ALL,0005992605,0005992605,0005992605,0005541752
ALL,ALL,0005992605,0005992605,0005992605,0005541753
ALL,ALL,0005992605,0005992605,0005992605,0005541757
ALL,ALL,0005992605,0005992605,0005992605,0005541759
ALL,ALL,0005992605,0005992605,0005992605,0005541760
ALL,ALL,0005992605,0005992605,0005992605,0005541761
ALL,ALL,0005992605,0005992605,0005992605,0005541764
ALL,ALL,0005992605,0005992605,0005992605,0005541765
ALL,ALL,0005992605,0005992605,0005992605,0005541766
ALL,ALL,0005992605,0005992605,0005992605,0005541767
ALL,ALL,0005992605,0005992605,0005992605,0005541768
ALL,ALL,0005992605,0005992605,0005992605,0005541769
ALL,ALL,0005992605,0005992605,0005992605,0005541770
ALL,ALL,0005992605,0005992605,0005992605,0005541771
ALL,ALL,0005992605,0005992605,0005992605,0005541772
ALL,ALL,0005992605,0005992605,0005992605,0005541773
ALL,ALL,0005992605,0005992605,0005992605,0005541775
ALL,ALL,0005992605,0005992605,0005992605,0005541776
ALL,ALL,0005992605,0005992605,0005992605,0005541777
ALL,ALL,0005992605,0005992605,0005992605,0005541779
ALL,ALL,0005992605,0005992605,0005992605,0005541780
ALL,ALL,0005992605,0005992605,0005992605,0005541781
ALL,ALL,0005992605,0005992605,0005992605,0005541782
ALL,ALL,0005992605,0005992605,0005992605,0005541783
ALL,ALL,0005992605,0005992605,0005992605,0005541785
ALL,ALL,0005992605,0005992605,0005992605,0005541786
ALL,ALL,0005992605,0005992605,0005992605,0005541787
ALL,ALL,0005992605,0005992605,0005992605,0005541790
ALL,ALL,0005992605,0005992605,0005992605,0005541792
ALL,ALL,0005992605,0005992605,0005992605,0005541793
ALL,ALL,0005992605,0005992605,0005992605,0005541794
ALL,ALL,0005992605,0005992605,0005992605,0005541795
ALL,ALL,0005992605,0005992605,0005992605,0005541796
ALL,ALL,0005992605,0005992605,0005992605,0005541797
ALL,ALL,0005992605,0005992605,0005992605,0005541798
ALL,ALL,0005992605,0005992605,0005992605,0005541799
ALL,ALL,0005992605,0005992605,0005992605,0005541801
ALL,ALL,0005992605,0005992605,0005992605,0005541802
ALL,ALL,0005992605,0005992605,0005992605,0005541803
ALL,ALL,0005992605,0005992605,0005992605,0005541807
ALL,ALL,0005992605,0005992605,0005992605,0005541809
ALL,ALL,0005992605,0005992605,0005992605,0005541818
ALL,ALL,0005992605,0005992605,0005992605,0005541821
ALL,ALL,0005992605,0005992605,0005992605,0005541822
ALL,ALL,0005992605,0005992605,0005992605,0005541823
ALL,ALL,0005992605,0005992605,0005992605,0005541824
ALL,ALL,0005992605,0005992605,0005992605,0005541826
ALL,ALL,0005992605,0005992605,0005992605,0005541827
ALL,ALL,0005992605,0005992605,0005992605,0005541828
ALL,ALL,0005992605,0005992605,0005992605,0005541829
ALL,ALL,0005992605,0005992605,0005992605,0005541830
ALL,ALL,0005992605,0005992605,0005992605,0005541832
ALL,ALL,0005992605,0005992605,0005992605,0005541833
ALL,ALL,0005992605,0005992605,0005992605,0005541834
ALL,ALL,0005992605,0005992605,0005992605,0005541835
ALL,ALL,0005992605,0005992605,0005992605,0005541836
ALL,ALL,0005992605,0005992605,0005992605,0005541838
ALL,ALL,0005992605,0005992605,0005992605,0005541839
ALL,ALL,0005992605,0005992605,0005992605,0005541840
ALL,ALL,0005992605,0005992605,0005992605,0005541841
ALL,ALL,0005992605,0005992605,0005992605,0005541842
ALL,ALL,0005992605,0005992605,0005992605,0005541843
ALL,ALL,0005992605,0005992605,0005992605,0005541844
ALL,ALL,0005992605,0005992605,0005992605,0005541845
ALL,ALL,0005992605,0005992605,0005992605,0005541846
ALL,ALL,0005992605,0005992605,0005992605,0005541847
ALL,ALL,0005992605,0005992605,0005992605,0005541848
ALL,ALL,0005992605,0005992605,0005992605,0005541849
ALL,ALL,0005992605,0005992605,0005992605,0005541850
ALL,ALL,0005992605,0005992605,0005992605,0005541851
ALL,ALL,0005992605,0005992605,0005992605,0005541852
ALL,ALL,0005992605,0005992605,0005992605,0005541853
ALL,ALL,0005992605,0005992605,0005992605,0005541854
ALL,ALL,0005992605,0005992605,0005992605,0005541856
ALL,ALL,0005992605,0005992605,0005992605,0005541859
ALL,ALL,0005992605,0005992605,0005992605,0005541862
ALL,ALL,0005992605,0005992605,0005992605,0005541863
ALL,ALL,0005992605,0005992605,0005992605,0005541864
ALL,ALL,0005992605,0005992605,0005992605,0005541865
ALL,ALL,0005992605,0005992605,0005992605,0005541866
ALL,ALL,0005992605,0005992605,0005992605,0005541867
ALL,ALL,0005992605,0005992605,0005992605,0005541868
ALL,ALL,0005992605,0005992605,0005992605,0005541869
ALL,ALL,0005992605,0005992605,0005992605,0005541870
ALL,ALL,0005992605,0005992605,0005992605,0005541871
ALL,ALL,0005992605,0005992605,0005992605,0005541872
ALL,ALL,0005992605,0005992605,0005992605,0005541873
ALL,ALL,0005992605,0005992605,0005992605,0005541875
ALL,ALL,0005992605,0005992605,0005992605,0005541877
ALL,ALL,0005992605,0005992605,0005992605,0005541881
ALL,ALL,0005992605,0005992605,0005992605,0005541882
ALL,ALL,0005992605,0005992605,0005992605,0005541883
ALL,ALL,0005992605,0005992605,0005992605,0005541885
ALL,ALL,0005992605,0005992605,0005992605,0005541887
ALL,ALL,0005992605,0005992605,0005992605,0005541888
ALL,ALL,0005992605,0005992605,0005992605,0005541889
ALL,ALL,0005992605,0005992605,0005992605,0005541890
ALL,ALL,0005992605,0005992605,0005992605,0005541892
ALL,ALL,0005992605,0005992605,0005992605,0005541893
ALL,ALL,0005992605,0005992605,0005992605,0005541894
ALL,ALL,0005992605,0005992605,0005992605,0005541895
ALL,ALL,0005992605,0005992605,0005992605,0005541900
ALL,ALL,0005992605,0005992605,0005992605,0005541901
ALL,ALL,0005992605,0005992605,0005992605,0005541902
ALL,ALL,0005992605,0005992605,0005992605,0005541904
ALL,ALL,0005992605,0005992605,0005992605,0005541906
ALL,ALL,0005992605,0005992605,0005992605,0005541907
ALL,ALL,0005992605,0005992605,0005992605,0005541908
ALL,ALL,0005992605,0005992605,0005992605,0005541909
ALL,ALL,0005992605,0005992605,0005992605,0005541914
ALL,ALL,0005992605,0005992605,0005992605,0005541915
ALL,ALL,0005992605,0005992605,0005992605,0005541916
ALL,ALL,0005992605,0005992605,0005992605,0005541917
ALL,ALL,0005992605,0005992605,0005992605,0005541918
ALL,ALL,0005992605,0005992605,0005992605,0005541919
ALL,ALL,0005992605,0005992605,0005992605,0005541920
ALL,ALL,0005992605,0005992605,0005992605,0005541921
ALL,ALL,0005992605,0005992605,0005992605,0005541922
ALL,ALL,0005992605,0005992605,0005992605,0005541923
ALL,ALL,0005992605,0005992605,0005992605,0005541925
ALL,ALL,0005992605,0005992605,0005992605,0005541926
ALL,ALL,0005992605,0005992605,0005992605,0005541927
ALL,ALL,0005992605,0005992605,0005992605,0005541928
ALL,ALL,0005992605,0005992605,0005992605,0005541929
ALL,ALL,0005992605,0005992605,0005992605,0005541930
ALL,ALL,0005992605,0005992605,0005992605,0005541931
ALL,ALL,0005992605,0005992605,0005992605,0005541932
ALL,ALL,0005992605,0005992605,0005992605,0005541933
ALL,ALL,0005992605,0005992605,0005992605,0005541934
ALL,ALL,0005992605,0005992605,0005992605,0005541939
ALL,ALL,0005992605,0005992605,0005992605,0005541940
ALL,ALL,0005992605,0005992605,0005992605,0005541945
ALL,ALL,0005992605,0005992605,0005992605,0005541946
ALL,ALL,0005992605,0005992605,0005992605,0005541947
ALL,ALL,0005992605,0005992605,0005992605,0005541948
ALL,ALL,0005992605,0005992605,0005992605,0005541949
ALL,ALL,0005992605,0005992605,0005992605,0005541952
ALL,ALL,0005992605,0005992605,0005992605,0005541953
ALL,ALL,0005992605,0005992605,0005992605,0005541954
ALL,ALL,0005992605,0005992605,0005992605,0005541955
ALL,ALL,0005992605,0005992605,0005992605,0005541956
ALL,ALL,0005992605,0005992605,0005992605,0005541957
ALL,ALL,0005992605,0005992605,0005992605,0005541959
ALL,ALL,0005992605,0005992605,0005992605,0005541962
ALL,ALL,0005992605,0005992605,0005992605,0005541963
ALL,ALL,0005992605,0005992605,0005992605,0005541964
ALL,ALL,0005992605,0005992605,0005992605,0005541965
ALL,ALL,0005992605,0005992605,0005992605,0005541966
ALL,ALL,0005992605,0005992605,0005992605,0005541969
ALL,ALL,0005992605,0005992605,0005992605,0005541970
ALL,ALL,0005992605,0005992605,0005992605,0005541971
ALL,ALL,0005992605,0005992605,0005992605,0005541973
ALL,ALL,0005992605,0005992605,0005992605,0005541974
ALL,ALL,0005992605,0005992605,0005992605,0005541975
ALL,ALL,0005992605,0005992605,0005992605,0005541976
ALL,ALL,0005992605,0005992605,0005992605,0005541977
ALL,ALL,0005992605,0005992605,0005992605,0005541978
ALL,ALL,0005992605,0005992605,0005992605,0005541979
ALL,ALL,0005992605,0005992605,0005992605,0005541980
ALL,ALL,0005992605,0005992605,0005992605,0005541982
ALL,ALL,0005992605,0005992605,0005992605,0005541983
ALL,ALL,0005992605,0005992605,0005992605,0005541985
ALL,ALL,0005992605,0005992605,0005992605,0005541986
ALL,ALL,0005992605,0005992605,0005992605,0005541987
ALL,ALL,0005992605,0005992605,0005992605,0005541988
ALL,ALL,0005992605,0005992605,0005992605,0005541989
ALL,ALL,0005992605,0005992605,0005992605,0005541990
ALL,ALL,0005992605,0005992605,0005992605,0005541991
ALL,ALL,0005992605,0005992605,0005992605,0005541992
ALL,ALL,0005992605,0005992605,0005992605,0005541993
ALL,ALL,0005992605,0005992605,0005992605,0005541994
ALL,ALL,0005992605,0005992605,0005992605,0005541995
ALL,ALL,0005992605,0005992605,0005992605,0005541996
ALL,ALL,0005992605,0005992605,0005992605,0005541997
ALL,ALL,0005992605,0005992605,0005992605,0005541998
ALL,ALL,0005992605,0005992605,0005992605,0005542001
ALL,ALL,0005992605,0005992605,0005992605,0005542002
ALL,ALL,0005992605,0005992605,0005992605,0005542003
ALL,ALL,0005992605,0005992605,0005992605,0005542004
ALL,ALL,0005992605,0005992605,0005992605,0005542005
ALL,ALL,0005992605,0005992605,0005992605,0005542009
ALL,ALL,0005992605,0005992605,0005992605,0005542010
ALL,ALL,0005992605,0005992605,0005992605,0005542011
ALL,ALL,0005992605,0005992605,0005992605,0005542012
ALL,ALL,0005992605,0005992605,0005992605,0005542013
ALL,ALL,0005992605,0005992605,0005992605,0005542015
ALL,ALL,0005992605,0005992605,0005992605,0005542016
ALL,ALL,0005992605,0005992605,0005992605,0005542018
ALL,ALL,0005992605,0005992605,0005992605,0005542019
ALL,ALL,0005992605,0005992605,0005992605,0005542020
ALL,ALL,0005992605,0005992605,0005992605,0005542021
ALL,ALL,0005992605,0005992605,0005992605,0005542022
ALL,ALL,0005992605,0005992605,0005992605,0005542023
ALL,ALL,0005992605,0005992605,0005992605,0005542025
ALL,ALL,0005992605,0005992605,0005992605,0005542026
ALL,ALL,0005992605,0005992605,0005992605,0005542027
ALL,ALL,0005992605,0005992605,0005992605,0005542028
ALL,ALL,0005992605,0005992605,0005992605,0005542030
ALL,ALL,0005992605,0005992605,0005992605,0005542034
ALL,ALL,0005992605,0005992605,0005992605,0005542035
ALL,ALL,0005992605,0005992605,0005992605,0005542037
ALL,ALL,0005992605,0005992605,0005992605,0005542038
ALL,ALL,0005992605,0005992605,0005992605,0005542039
ALL,ALL,0005992605,0005992605,0005992605,0005542040
ALL,ALL,0005992605,0005992605,0005992605,0005542041
ALL,ALL,0005992605,0005992605,0005992605,0005542042
ALL,ALL,0005992605,0005992605,0005992605,0005542043
ALL,ALL,0005992605,0005992605,0005992605,0005542044
ALL,ALL,0005992605,0005992605,0005992605,0005542045
ALL,ALL,0005992605,0005992605,0005992605,0005542046
ALL,ALL,0005992605,0005992605,0005992605,0005542047
ALL,ALL,0005992605,0005992605,0005992605,0005542048
ALL,ALL,0005992605,0005992605,0005992605,0005542049
ALL,ALL,0005992605,0005992605,0005992605,0005542051
ALL,ALL,0005992605,0005992605,0005992605,0005542052
ALL,ALL,0005992605,0005992605,0005992605,0005542054
ALL,ALL,0005992605,0005992605,0005992605,0005542055
ALL,ALL,0005992605,0005992605,0005992605,0005542056
ALL,ALL,0005992605,0005992605,0005992605,0005542057
ALL,ALL,0005992605,0005992605,0005992605,0005542058
ALL,ALL,0005992605,0005992605,0005992605,0005542059
ALL,ALL,0005992605,0005992605,0005992605,0005542060
ALL,ALL,0005992605,0005992605,0005992605,0005542061
ALL,ALL,0005992605,0005992605,0005992605,0005542062
ALL,ALL,0005992605,0005992605,0005992605,0005542063
ALL,ALL,0005992605,0005992605,0005992605,0005542064
ALL,ALL,0005992605,0005992605,0005992605,0005542065
ALL,ALL,0005992605,0005992605,0005992605,0005542066
ALL,ALL,0005992605,0005992605,0005992605,0005542067
ALL,ALL,0005992605,0005992605,0005992605,0005542068
ALL,ALL,0005992605,0005992605,0005992605,0005542069
ALL,ALL,0005992605,0005992605,0005992605,0005542070
ALL,ALL,0005992605,0005992605,0005992605,0005542071
ALL,ALL,0005992605,0005992605,0005992605,0005542072
ALL,ALL,0005992605,0005992605,0005992605,0005542073
ALL,ALL,0005992605,0005992605,0005992605,0005542074
ALL,ALL,0005992605,0005992605,0005992605,0005542075
ALL,ALL,0005992605,0005992605,0005992605,0005542077
ALL,ALL,0005992605,0005992605,0005992605,0005542078
ALL,ALL,0005992605,0005992605,0005992605,0005542079
ALL,ALL,0005992605,0005992605,0005992605,0005542080
ALL,ALL,0005992605,0005992605,0005992605,0005542081
ALL,ALL,0005992605,0005992605,0005992605,0005542082
ALL,ALL,0005992605,0005992605,0005992605,0005542083
ALL,ALL,0005992605,0005992605,0005992605,0005542085
ALL,ALL,0005992605,0005992605,0005992605,0005542086
ALL,ALL,0005992605,0005992605,0005992605,0005542087
ALL,ALL,0005992605,0005992605,0005992605,0005542088
ALL,ALL,0005992605,0005992605,0005992605,0005542090
ALL,ALL,0005992605,0005992605,0005992605,0005542092
ALL,ALL,0005992605,0005992605,0005992605,0005542093
ALL,ALL,0005992605,0005992605,0005992605,0005542094
ALL,ALL,0005992605,0005992605,0005992605,0005542095
ALL,ALL,0005992605,0005992605,0005992605,0005542096
ALL,ALL,0005992605,0005992605,0005992605,0005542097
ALL,ALL,0005992605,0005992605,0005992605,0005542098
ALL,ALL,0005992605,0005992605,0005992605,0005542100
ALL,ALL,0005992605,0005992605,0005992605,0005542101
ALL,ALL,0005992605,0005992605,0005992605,0005542103
ALL,ALL,0005992605,0005992605,0005992605,0005542109
ALL,ALL,0005992605,0005992605,0005992605,0005542111
ALL,ALL,0005992605,0005992605,0005992605,0005542112
ALL,ALL,0005992605,0005992605,0005992605,0005542113
ALL,ALL,0005992605,0005992605,0005992605,0005542114
ALL,ALL,0005992605,0005992605,0005992605,0005542115
ALL,ALL,0005992605,0005992605,0005992605,0005542116
ALL,ALL,0005992605,0005992605,0005992605,0005542117
ALL,ALL,0005992605,0005992605,0005992605,0005542118
ALL,ALL,0005992605,0005992605,0005992605,0005542119
ALL,ALL,0005992605,0005992605,0005992605,0005542121
ALL,ALL,0005992605,0005992605,0005992605,0005542122
ALL,ALL,0005992605,0005992605,0005992605,0005542124
ALL,ALL,0005992605,0005992605,0005992605,0005542125
ALL,ALL,0005992605,0005992605,0005992605,0005542126
ALL,ALL,0005992605,0005992605,0005992605,0005542127
ALL,ALL,0005992605,0005992605,0005992605,0005542128
ALL,ALL,0005992605,0005992605,0005992605,0005542129
ALL,ALL,0005992605,0005992605,0005992605,0005542130
ALL,ALL,0005992605,0005992605,0005992605,0005542131
ALL,ALL,0005992605,0005992605,0005992605,0005542132
ALL,ALL,0005992605,0005992605,0005992605,0005542133
