Sales Domain.[All Sales Domain],Sales Domain.[Division],Sales Domain.[Channel Group],Sales Domain.[Channel],Sales Domain.[Customer Group],Sales Domain.[Sold To]
ALL,ALL,0005641466,0005641466,0005641466,0001083791
ALL,ALL,0005641466,0005641466,0005641466,0001083792
ALL,ALL,0005641466,0005641466,0005641466,0001083806
ALL,ALL,0005641466,0005641466,0005641466,0001083808
ALL,ALL,0005641466,0005641466,0005641466,0001083809
ALL,ALL,0005338740,0005338740,0005338740,0001083811
ALL,ALL,0005644000,0005644000,0005644000,0001083818
ALL,ALL,0005641466,0005641466,0005641466,0001083823
ALL,ALL,0005641461,0005641461,0005641461,0001083841
ALL,ALL,0005338740,0005338740,0005338740,0001083846
ALL,ALL,0005641461,0005641461,0005641461,0001083848
ALL,ALL,0005338737,0005338737,0005338737,0001083852
ALL,ALL,0005338737,0005338737,0005338737,0001083853
ALL,ALL,0005641465,0005641465,0005641465,0001083856
ALL,ALL,0005338740,0005338740,0005338740,0001083859
ALL,ALL,0005338740,0005338740,0005338740,0001083862
ALL,ALL,0005641463,0005641463,0005641463,0001083863
ALL,ALL,0005644000,0005644000,0005644000,0001083870
ALL,ALL,0005338740,0005338740,0005338740,0001083873
ALL,ALL,0005992586,0005992586,0005992586,0001083881
ALL,ALL,0005339184,0005339184,0005339184,0001083882
ALL,ALL,0005641466,0005641466,0005641466,0001083883
ALL,ALL,0005339184,0005339184,0005339184,0001083884
ALL,ALL,0005339184,0005339184,0005339184,0001083885
ALL,ALL,0005339184,0005339184,0005339184,0001083886
ALL,ALL,0005339184,0005339184,0005339184,0001083888
ALL,ALL,0005339184,0005339184,0005339184,0001083890
ALL,ALL,0005641465,0005641465,0005641465,0001083893
ALL,ALL,0005992577,0005992577,0005992577,0001083900
ALL,ALL,0005992577,0005992577,0005992577,0001083901
ALL,ALL,0001108325,0001108325,0001108325,0001083902
ALL,ALL,0005339184,0005339184,0005339184,0001083905
ALL,ALL,0005641466,0005641466,0005641466,0001083910
ALL,ALL,0005992577,0005992577,0005992577,0001083912
ALL,ALL,0005338740,0005338740,0005338740,0001083915
ALL,ALL,0001108306,0001108306,0001108306,0001083918
ALL,ALL,0001108316,0001108316,0001108316,0001083934
ALL,ALL,0005338740,0005338740,0005338740,0001083935
ALL,ALL,0005992604,0005992604,0005992604,0001083938
ALL,ALL,0004322613,0004322613,0004322613,0001083945
ALL,ALL,0005992604,0005992604,0005992604,0001083956
ALL,ALL,0005338740,0005338740,0005338740,0001083959
ALL,ALL,0005339184,0005339184,0005339184,0001083966
ALL,ALL,0005644000,0005644000,0005644000,0001083967
ALL,ALL,0005644000,0005644000,0005644000,0001083969
ALL,ALL,0005843566,0005843566,0005843566,0001083973
ALL,ALL,0005339184,0005339184,0005339184,0001083976
ALL,ALL,0005643999,0005643999,0005643999,0001083983
ALL,ALL,0005843566,0005843566,0005843566,0001083984
ALL,ALL,0005338740,0005338740,0005338740,0001083996
ALL,ALL,0005992586,0005992586,0005992586,0001084000
ALL,ALL,0005338739,0005338739,0005338739,0001084001
ALL,ALL,0004548286,0004548286,0004548286,0001084008
ALL,ALL,0005339184,0005339184,0005339184,0001084014
ALL,ALL,0005992595,0005992595,0005992595,0001084018
ALL,ALL,0005986680,0005986680,0005986680,0001084019
ALL,ALL,0005338740,0005338740,0005338740,0001084020
ALL,ALL,0005338740,0005338740,0005338740,0001084024
ALL,ALL,0005338740,0005338740,0005338740,0001084029
ALL,ALL,0005338740,0005338740,0005338740,0001084030
ALL,ALL,0005641466,0005641466,0005641466,0001084034
ALL,ALL,0005641466,0005641466,0005641466,0001084046
ALL,ALL,0005641465,0005641465,0005641465,0001084061
ALL,ALL,0001108325,0001108325,0001108325,0001084068
ALL,ALL,0001108325,0001108325,0001108325,0001084069
ALL,ALL,0005338740,0005338740,0005338740,0001084078
ALL,ALL,0005338740,0005338740,0005338740,0001084082
ALL,ALL,0005338739,0005338739,0005338739,0001084096
ALL,ALL,0005641466,0005641466,0005641466,0001084109
ALL,ALL,0005992604,0005992604,0005992604,0001084111
ALL,ALL,0005641461,0005641461,0005641461,0001084115
ALL,ALL,0005339184,0005339184,0005339184,0001084117
ALL,ALL,0005641461,0005641461,0005641461,0001084118
ALL,ALL,0005843565,0005843565,0005843565,0001084124
ALL,ALL,0005641466,0005641466,0005641466,0001084131
ALL,ALL,0005641461,0005641461,0005641461,0001084134
ALL,ALL,0005641461,0005641461,0005641461,0001084136
ALL,ALL,0005339184,0005339184,0005339184,0001084138
ALL,ALL,0005641466,0005641466,0005641466,0001084139
ALL,ALL,0005843565,0005843565,0005843565,0001084141
ALL,ALL,0005641461,0005641461,0005641461,0001084161
ALL,ALL,0005641461,0005641461,0005641461,0001084162
ALL,ALL,0005338740,0005338740,0005338740,0001084166
ALL,ALL,0005338740,0005338740,0005338740,0001084176
ALL,ALL,0004322613,0004322613,0004322613,0001084178
ALL,ALL,0004322613,0004322613,0004322613,0001084179
ALL,ALL,0004322613,0004322613,0004322613,0001084180
ALL,ALL,0004322613,0004322613,0004322613,0001084181
ALL,ALL,0005338740,0005338740,0005338740,0001084182
ALL,ALL,0005339184,0005339184,0005339184,0001084189
ALL,ALL,0004322613,0004322613,0004322613,0001084195
ALL,ALL,0004322613,0004322613,0004322613,0001084197
ALL,ALL,0004322613,0004322613,0004322613,0001084198
ALL,ALL,0004322613,0004322613,0004322613,0001084201
ALL,ALL,0004548286,0004548286,0004548286,0001084207
ALL,ALL,0005339012,0005339012,0005339012,0001084210
ALL,ALL,0005641466,0005641466,0005641466,0001084212
ALL,ALL,0005641462,0005641462,0005641462,0001084219
ALL,ALL,0005644000,0005644000,0005644000,0001084227
ALL,ALL,0004322613,0004322613,0004322613,0001084231
ALL,ALL,0005338740,0005338740,0005338740,0001084238
ALL,ALL,0005339179,0005339179,0005339179,0001084239
ALL,ALL,0005339179,0005339179,0005339179,0001084241
ALL,ALL,0005339179,0005339179,0005339179,0001084242
ALL,ALL,0005339179,0005339179,0005339179,0001084243
ALL,ALL,0005339179,0005339179,0005339179,0001084245
ALL,ALL,0005641466,0005641466,0005641466,0001084246
ALL,ALL,0005641461,0005641461,0005641461,0001084248
ALL,ALL,0005339179,0005339179,0005339179,0001084252
ALL,ALL,0005339179,0005339179,0005339179,0001084256
ALL,ALL,0005339179,0005339179,0005339179,0001084258
ALL,ALL,0005641466,0005641466,0005641466,0001084259
ALL,ALL,0005643999,0005643999,0005643999,0001084261
ALL,ALL,0005641461,0005641461,0005641461,0001084262
ALL,ALL,0005339179,0005339179,0005339179,0001084263
ALL,ALL,0005339179,0005339179,0005339179,0001084265
ALL,ALL,0005339179,0005339179,0005339179,0001084267
ALL,ALL,0005339179,0005339179,0005339179,0001084270
ALL,ALL,0005643999,0005643999,0005643999,0001084275
ALL,ALL,0005992595,0005992595,0005992595,0001084279
ALL,ALL,0001108349,0001108349,0001108349,0001084285
ALL,ALL,0001108349,0001108349,0001108349,0001084286
ALL,ALL,0001108349,0001108349,0001108349,0001084287
ALL,ALL,0001108349,0001108349,0001108349,0001084288
ALL,ALL,0001108349,0001108349,0001108349,0001084290
ALL,ALL,0005338740,0005338740,0005338740,0001084291
ALL,ALL,0005338740,0005338740,0005338740,0001084292
ALL,ALL,0005641461,0005641461,0005641461,0001084295
ALL,ALL,0004322613,0004322613,0004322613,0001084300
ALL,ALL,0005992604,0005992604,0005992604,0001084302
ALL,ALL,0005339179,0005339179,0005339179,0001084303
ALL,ALL,0005339179,0005339179,0005339179,0001084304
ALL,ALL,0005339179,0005339179,0005339179,0001084305
ALL,ALL,0005644000,0005644000,0005644000,0001084306
ALL,ALL,0005339184,0005339184,0005339184,0001084314
ALL,ALL,0005338739,0005338739,0005338739,0001084330
ALL,ALL,0004322613,0004322613,0004322613,0001084340
ALL,ALL,0004322613,0004322613,0004322613,0001084341
ALL,ALL,0001108349,0001108349,0001108349,0001084344
ALL,ALL,0005644000,0005644000,0005644000,0001084355
ALL,ALL,0005338740,0005338740,0005338740,0001084357
ALL,ALL,0005644000,0005644000,0005644000,0001084358
ALL,ALL,0005338740,0005338740,0005338740,0001084360
ALL,ALL,0005641467,0005641467,0005641467,0001084365
ALL,ALL,0005338740,0005338740,0005338740,0001084368
ALL,ALL,0005644000,0005644000,0005644000,0001084383
ALL,ALL,0005338740,0005338740,0005338740,0001084384
ALL,ALL,0005644000,0005644000,0005644000,0001084393
ALL,ALL,0005992604,0005992604,0005992604,0001084394
ALL,ALL,0005338740,0005338740,0005338740,0001084395
ALL,ALL,0005339184,0005339184,0005339184,0001084398
ALL,ALL,0005641466,0005641466,0005641466,0001084399
ALL,ALL,0005641465,0005641465,0005641465,0001084401
ALL,ALL,0005992604,0005992604,0005992604,0001084406
ALL,ALL,0005338740,0005338740,0005338740,0001084407
ALL,ALL,0005641465,0005641465,0005641465,0001084418
ALL,ALL,0004322613,0004322613,0004322613,0001084419
ALL,ALL,0001108316,0001108316,0001108316,0001084421
ALL,ALL,0005992604,0005992604,0005992604,0001084423
ALL,ALL,0005641465,0005641465,0005641465,0001084424
ALL,ALL,0005338740,0005338740,0005338740,0001084425
ALL,ALL,0005643999,0005643999,0005643999,0001084428
ALL,ALL,0005992586,0005992586,0005992586,0001084429
ALL,ALL,0005641465,0005641465,0005641465,0001084430
ALL,ALL,0005339184,0005339184,0005339184,0001084431
ALL,ALL,0005339184,0005339184,0005339184,0001084432
ALL,ALL,0005339184,0005339184,0005339184,0001084433
ALL,ALL,0005339184,0005339184,0005339184,0001084434
ALL,ALL,0005339184,0005339184,0005339184,0001084436
ALL,ALL,0005339178,0005339178,0005339178,0001084439
ALL,ALL,0005641465,0005641465,0005641465,0001084440
ALL,ALL,0004322613,0004322613,0004322613,0001084441
ALL,ALL,0005339184,0005339184,0005339184,0001084450
ALL,ALL,0005641465,0005641465,0005641465,0001084452
ALL,ALL,0005641465,0005641465,0005641465,0001084453
ALL,ALL,0005641465,0005641465,0005641465,0001084456
ALL,ALL,0005338740,0005338740,0005338740,0001084457
ALL,ALL,0005641461,0005641461,0005641461,0001084459
ALL,ALL,0004322613,0004322613,0004322613,0001084464
ALL,ALL,0005338740,0005338740,0005338740,0001084475
ALL,ALL,0005641461,0005641461,0005641461,0001084476
ALL,ALL,0005338740,0005338740,0005338740,0001084483
ALL,ALL,0005643999,0005643999,0005643999,0001084488
ALL,ALL,0001108302,0001108302,0001108302,0001084494
ALL,ALL,0005338740,0005338740,0005338740,0001084495
ALL,ALL,0005338740,0005338740,0005338740,0001084497
ALL,ALL,0005338740,0005338740,0005338740,0001084498
ALL,ALL,0005641465,0005641465,0005641465,0001084504
ALL,ALL,0005641461,0005641461,0005641461,0001084522
ALL,ALL,0005641461,0005641461,0005641461,0001084523
ALL,ALL,0005338740,0005338740,0005338740,0001084525
ALL,ALL,0005644000,0005644000,0005644000,0001084536
ALL,ALL,0005644000,0005644000,0005644000,0001084537
ALL,ALL,0005644000,0005644000,0005644000,0001084538
ALL,ALL,0005644000,0005644000,0005644000,0001084539
ALL,ALL,0005338740,0005338740,0005338740,0001084540
ALL,ALL,0005338740,0005338740,0005338740,0001084541
ALL,ALL,0005338740,0005338740,0005338740,0001084543
ALL,ALL,0004322613,0004322613,0004322613,0001084547
ALL,ALL,0004322613,0004322613,0004322613,0001084548
ALL,ALL,0005338739,0005338739,0005338739,0001084550
ALL,ALL,0004322613,0004322613,0004322613,0001084585
ALL,ALL,0004322613,0004322613,0004322613,0001084589
ALL,ALL,0005641465,0005641465,0005641465,0001084597
ALL,ALL,0005992604,0005992604,0005992604,0001084605
ALL,ALL,0005338740,0005338740,0005338740,0001084611
ALL,ALL,0001108306,0001108306,0001108306,0001084644
ALL,ALL,0001108306,0001108306,0001108306,0001084646
ALL,ALL,0001108306,0001108306,0001108306,0001084647
ALL,ALL,0001108306,0001108306,0001108306,0001084650
ALL,ALL,0001108306,0001108306,0001108306,0001084651
ALL,ALL,0005338740,0005338740,0005338740,0001084653
ALL,ALL,0005338740,0005338740,0005338740,0001084654
ALL,ALL,0005644000,0005644000,0005644000,0001084673
ALL,ALL,0005338738,0005338738,0005338738,0001084677
ALL,ALL,0005643999,0005643999,0005643999,0001084694
ALL,ALL,0005339179,0005339179,0005339179,0001084695
ALL,ALL,0001108300,0001108300,0001108300,0001084740
ALL,ALL,0005992604,0005992604,0005992604,0001084742
ALL,ALL,0005641466,0005641466,0005641466,0001084743
ALL,ALL,0005641465,0005641465,0005641465,0001084747
ALL,ALL,0005338740,0005338740,0005338740,0001084749
ALL,ALL,0005643999,0005643999,0005643999,0001084759
ALL,ALL,0004322613,0004322613,0004322613,0001084811
ALL,ALL,0001108325,0001108325,0001108325,0001084812
ALL,ALL,0005338740,0005338740,0005338740,0001084813
ALL,ALL,0005338740,0005338740,0005338740,0001084821
ALL,ALL,0005339185,0005339185,0005339185,0001084822
ALL,ALL,0005338740,0005338740,0005338740,0001084838
ALL,ALL,0005644000,0005644000,0005644000,0001084843
ALL,ALL,0002563700,0002563700,0002563700,0001084847
ALL,ALL,0005338740,0005338740,0005338740,0001084853
ALL,ALL,0005338740,0005338740,0005338740,0001084872
ALL,ALL,0005641463,0005641463,0005641463,0001084898
ALL,ALL,0005338740,0005338740,0005338740,0001084911
ALL,ALL,0005644000,0005644000,0005644000,0001084915
ALL,ALL,0005338740,0005338740,0005338740,0001084922
ALL,ALL,0005338740,0005338740,0005338740,0001084923
ALL,ALL,0005992604,0005992604,0005992604,0001084924
ALL,ALL,0005843566,0005843566,0005843566,0001084926
ALL,ALL,0005641465,0005641465,0005641465,0001084943
ALL,ALL,0005338740,0005338740,0005338740,0001084944
ALL,ALL,0002563700,0002563700,0002563700,0001084945
ALL,ALL,0005338740,0005338740,0005338740,0001084989
ALL,ALL,0001108302,0001108302,0001108302,0001085005
ALL,ALL,0001108302,0001108302,0001108302,0001085006
ALL,ALL,0001108302,0001108302,0001108302,0001085007
ALL,ALL,0001108302,0001108302,0001108302,0001085008
ALL,ALL,0001108302,0001108302,0001108302,0001085009
ALL,ALL,0001108302,0001108302,0001108302,0001085010
ALL,ALL,0001108302,0001108302,0001108302,0001085011
ALL,ALL,0001108302,0001108302,0001108302,0001085015
ALL,ALL,0005992604,0005992604,0005992604,0001085021
ALL,ALL,0002172197,0002172197,0002172197,0001085031
ALL,ALL,0001108302,0001108302,0001108302,0001085042
ALL,ALL,0005644000,0005644000,0005644000,0001085048
ALL,ALL,0005644000,0005644000,0005644000,0001085049
ALL,ALL,0005644000,0005644000,0005644000,0001085050
ALL,ALL,0005644000,0005644000,0005644000,0001085051
ALL,ALL,0005338740,0005338740,0005338740,0001085054
ALL,ALL,0002563700,0002563700,0002563700,0001085063
ALL,ALL,0002563700,0002563700,0002563700,0001085064
ALL,ALL,0002563700,0002563700,0002563700,0001085065
ALL,ALL,0002563700,0002563700,0002563700,0001085075
ALL,ALL,0005338740,0005338740,0005338740,0001085079
ALL,ALL,0002563700,0002563700,0002563700,0001085082
ALL,ALL,0004322613,0004322613,0004322613,0001085093
ALL,ALL,0004322613,0004322613,0004322613,0001085096
ALL,ALL,0001108284,0001108284,0001108284,0001085097
ALL,ALL,0005338740,0005338740,0005338740,0001085111
ALL,ALL,0004322613,0004322613,0004322613,0001085113
ALL,ALL,0005644000,0005644000,0005644000,0001085115
ALL,ALL,0005338740,0005338740,0005338740,0001085116
ALL,ALL,0005338740,0005338740,0005338740,0001085117
ALL,ALL,0004548286,0004548286,0004548286,0001085118
ALL,ALL,0005644000,0005644000,0005644000,0001085119
ALL,ALL,0005992586,0005992586,0005992586,0001085120
ALL,ALL,0005338740,0005338740,0005338740,0001085123
ALL,ALL,0005339184,0005339184,0005339184,0001085125
ALL,ALL,0005339184,0005339184,0005339184,0001085126
ALL,ALL,0005339184,0005339184,0005339184,0001085129
ALL,ALL,0005992604,0005992604,0005992604,0001085149
ALL,ALL,0005644000,0005644000,0005644000,0001085151
ALL,ALL,0005338737,0005338737,0005338737,0001085152
ALL,ALL,0005338737,0005338737,0005338737,0001085153
ALL,ALL,0005338737,0005338737,0005338737,0001085157
ALL,ALL,0005338737,0005338737,0005338737,0001085158
ALL,ALL,0005338737,0005338737,0005338737,0001085159
ALL,ALL,0005338737,0005338737,0005338737,0001085160
ALL,ALL,0005338737,0005338737,0005338737,0001085161
ALL,ALL,0005338737,0005338737,0005338737,0001085163
ALL,ALL,0005338737,0005338737,0005338737,0001085164
ALL,ALL,0005339180,0005339180,0005339180,0001085166
ALL,ALL,0005992604,0005992604,0005992604,0001085171
ALL,ALL,0005339184,0005339184,0005339184,0001085176
ALL,ALL,0005641461,0005641461,0005641461,0001085195
ALL,ALL,0005339178,0005339178,0005339178,0001085197
ALL,ALL,0001108309,0001108309,0001108309,0001085205
ALL,ALL,0001108325,0001108325,0001108325,0001085207
ALL,ALL,0002563700,0002563700,0002563700,0001085208
ALL,ALL,0005644000,0005644000,0005644000,0001085209
ALL,ALL,0005338740,0005338740,0005338740,0001085215
ALL,ALL,0005338740,0005338740,0005338740,0001085216
ALL,ALL,0005338740,0005338740,0005338740,0001085233
ALL,ALL,0005338740,0005338740,0005338740,0001085256
ALL,ALL,0005644000,0005644000,0005644000,0001085266
ALL,ALL,0005644000,0005644000,0005644000,0001085267
ALL,ALL,0005338740,0005338740,0005338740,0001085280
ALL,ALL,0005338740,0005338740,0005338740,0001085281
ALL,ALL,0005338740,0005338740,0005338740,0001085282
ALL,ALL,0001108325,0001108325,0001108325,0001085287
ALL,ALL,0002172197,0002172197,0002172197,0001085291
ALL,ALL,0002172197,0002172197,0002172197,0001085292
ALL,ALL,0002172197,0002172197,0002172197,0001085293
ALL,ALL,0005338740,0005338740,0005338740,0001085298
ALL,ALL,0002563700,0002563700,0002563700,0001085300
ALL,ALL,0005992604,0005992604,0005992604,0001085301
ALL,ALL,0002563700,0002563700,0002563700,0001085302
ALL,ALL,0002563700,0002563700,0002563700,0001085303
ALL,ALL,0005644000,0005644000,0005644000,0001085304
ALL,ALL,0005644000,0005644000,0005644000,0001085305
ALL,ALL,0005338740,0005338740,0005338740,0001085306
ALL,ALL,0005644000,0005644000,0005644000,0001085307
ALL,ALL,0005644000,0005644000,0005644000,0001085308
ALL,ALL,0005644000,0005644000,0005644000,0001085309
ALL,ALL,0005644000,0005644000,0005644000,0001085310
ALL,ALL,0005644000,0005644000,0005644000,0001085311
ALL,ALL,0005992595,0005992595,0005992595,0001085316
ALL,ALL,0005338740,0005338740,0005338740,0001085317
ALL,ALL,0002563700,0002563700,0002563700,0001085318
ALL,ALL,0002563700,0002563700,0002563700,0001085320
ALL,ALL,0002563700,0002563700,0002563700,0001085321
ALL,ALL,0002563700,0002563700,0002563700,0001085330
ALL,ALL,0002563700,0002563700,0002563700,0001085331
ALL,ALL,0002563700,0002563700,0002563700,0001085332
ALL,ALL,0002563700,0002563700,0002563700,0001085333
ALL,ALL,0002563700,0002563700,0002563700,0001085334
ALL,ALL,0005338736,0005338736,0005338736,0001085335
ALL,ALL,0002563700,0002563700,0002563700,0001085336
ALL,ALL,0002563700,0002563700,0002563700,0001085337
ALL,ALL,0002563700,0002563700,0002563700,0001085338
ALL,ALL,0002563700,0002563700,0002563700,0001085339
ALL,ALL,0002563700,0002563700,0002563700,0001085340
ALL,ALL,0002563700,0002563700,0002563700,0001085341
ALL,ALL,0002563700,0002563700,0002563700,0001085342
ALL,ALL,0002563700,0002563700,0002563700,0001085343
ALL,ALL,0005992586,0005992586,0005992586,0001085344
ALL,ALL,0002563700,0002563700,0002563700,0001085345
ALL,ALL,0005992586,0005992586,0005992586,0001085346
ALL,ALL,0005339185,0005339185,0005339185,0001085347
ALL,ALL,0002563700,0002563700,0002563700,0001085348
ALL,ALL,0002563700,0002563700,0002563700,0001085349
ALL,ALL,0005338736,0005338736,0005338736,0001085350
ALL,ALL,0002563700,0002563700,0002563700,0001085351
ALL,ALL,0002563700,0002563700,0002563700,0001085352
ALL,ALL,0002563700,0002563700,0002563700,0001085353
ALL,ALL,0002563700,0002563700,0002563700,0001085354
ALL,ALL,0005643999,0005643999,0005643999,0001085355
